"","Solar","Eolica","Prevision_solar","Prevision_Viento","Carga_prevision","Carga_real","Precio_prevision","Precio_real"
"26724",3364,3257,2974,3277,36865,36500,60.89,68.03
"26725",3889,2953,3900,2988,36430,35916,60.07,67.41
"26726",3786,2890,4077,2816,36237,35405,60.41,66.48
"26727",3547,2873,3851,2833,35043,34314,59.9,66.29
"26728",3144,2774,3387,2874,34398,34010,59.86,66.13
"26729",2455,2564,2429,2690,34083,33899,59.81,66.04
"26730",1147,2629,1328,2540,34219,33977,59.96,66.06
"26731",234,2598,401,2688,35826,35741,61.2,69.45
"26732",56,2460,57,2588,37215,37255,61.91,70.34
"26733",40,2350,27,2398,37488,37653,62.39,70.34
"26734",26,2504,12,2387,36841,36865,61.6,68.24
"26735",24,2899,10,2762,34346,34299,60.89,66.81
"26736",24,3030,10,2985,31059,30981,60.07,65.94
"26737",24,3531,9,3291,28778,28699,58.69,62.39
"26738",23,3939,9,3859,26556,26600,51.07,54.72
"26739",24,3996,10,4127,25334,25369,47.07,50.95
"26740",23,4270,10,4063,24826,24703,45.27,49.39
"26741",23,4562,12,4437,24720,24656,45.09,49.16
"26742",24,4804,11,4736,25320,25377,45.09,49.31
"26743",24,4734,10,4892,27992,28142,52,55.84
"26744",23,4963,20,4808,32730,32852,59.2,62.73
"26745",26,4746,109,4944,35728,35889,59.89,65.51
"26746",455,4546,594,4624,36563,36801,59.96,65.47
"26747",1430,4082,1473,4389,36949,37239,59.46,66.38
"26748",2268,3940,2345,3965,36668,37076,58.7,65.58
"26749",2891,4379,3109,4303,36046,36506,56.58,63.95
"26750",3215,4684,3480,4719,35732,36183,55.4,61.25
"26751",3326,4826,3481,4931,34507,34645,54.83,61.01
"26752",3331,4835,3139,4905,33843,33562,52.01,58.36
"26753",2946,5053,2395,5150,33475,33088,52,58.36
"26754",1725,5054,1425,5180,33522,32951,54.83,61.14
"26755",410,5755,532,5440,35289,34431,58.69,67.38
"26756",84,6354,81,6182,36408,35955,59.86,68.01
"26757",54,6664,28,6594,36498,36042,59.95,67.94
"26758",40,6347,20,6499,35702,35367,59.46,66.06
"26759",38,6044,18,6044,33358,33186,59.06,65.12
"26760",38,6485,15,6238,30639,30589,58.49,64.5
"26761",39,6610,17,6607,28513,28582,58.49,62.08
"26762",39,6531,20,6491,26353,26467,48.01,52.78
"26763",38,6857,21,6753,24838,24933,41.18,46.5
"26764",37,7168,20,7067,24123,24084,41.18,46.97
"26765",38,7725,20,7571,23730,23565,40,45.53
"26766",38,7872,19,7920,23693,23551,39.58,45.05
"26767",38,8069,19,8084,24522,24171,39.83,45.52
"26768",38,8480,21,8366,26337,25806,42.74,49.02
"26769",73,8703,112,8734,28089,27507,41.27,47.99
"26770",725,8691,684,8771,30343,29919,51,55.89
"26771",1753,8588,1640,8624,32093,31735,58.49,62.72
"26772",2801,8616,2671,8563,32228,32020,57.8,62.28
"26773",3330,9148,3427,8942,31635,31350,50.66,55.86
"26774",3348,10140,3762,9778,31488,31356,53.01,57.75
"26775",3059,10986,3663,10828,30783,30633,47,54.27
"26776",2852,11361,3314,11416,29512,29464,40.01,47.48
"26777",2281,11738,2520,11553,28605,28486,39.8,46.46
"26778",1128,11771,1297,11804,28370,28463,44.38,50.23
"26779",208,11964,430,11917,30326,30102,49.38,56.38
"26780",48,12282,51,12189,31704,31769,56.01,62.45
"26781",45,12269,51,12223,32419,32104,57.8,64.48
"26782",45,12320,27,12256,32095,31837,57.5,63.49
"26783",21,12218,9,12354,30694,30526,46.05,52.34
"26784",16,11977,32,12015,28540,28532,41.05,47.95
"26785",16,11659,18,11682,26631,26212,40.45,46.61
"26786",16,11510,1,11435,24456,24156,30.57,37.33
"26787",16,11415,1,11347,22914,22697,29.24,36
"26788",16,11281,2,11270,22067,21952,27.5,34.46
"26789",16,10758,2,10988,21642,21541,19.99,28.18
"26790",16,10258,6,10403,21601,21645,25,32
"26791",16,9980,5,9990,22086,22110,28.47,35.42
"26792",17,9663,21,9711,22772,22961,33.33,39.87
"26793",51,9279,111,9401,23314,23554,38.63,45.32
"26794",727,8842,689,8932,25099,25384,40.35,47.98
"26795",1812,8311,1599,8503,27084,27481,46.7,53.27
"26796",2682,8138,2643,8192,27828,28276,46.05,51.7
"26797",3051,8397,3396,8328,27753,28007,43.3,49.36
"26798",3138,8888,3673,8639,28232,28038,47.93,53.88
"26799",3214,9165,3461,8990,28146,27927,45.66,51.94
"26800",3223,8977,3045,9042,27035,26581,41.2,48.31
"26801",2965,8634,2246,8721,26255,25872,41.2,47.87
"26802",1747,8099,1253,8372,26091,25619,44.54,51.69
"26803",441,8028,600,8106,28456,27580,58.03,64.92
"26804",54,8135,141,8187,30400,29949,60.9,67.23
"26805",30,7948,43,8060,31553,31164,61.97,68.15
"26806",28,7622,21,7795,31855,31311,63.43,69.7
"26807",27,7286,16,7427,30507,30226,61.8,66.65
"26808",26,7354,14,7385,28128,27842,59.54,64.23
"26809",25,7558,10,7464,25501,25370,58.03,62.18
"26810",25,7885,12,7758,23597,23756,44.72,49.13
"26811",26,7908,13,7964,22577,22898,40.95,45.59
"26812",25,8036,12,7903,22164,22486,40.35,44.89
"26813",25,8147,12,8150,22161,22575,39.85,44.28
"26814",25,7957,13,8063,22959,23415,40.2,44.86
"26815",26,7837,12,7867,25876,26439,44.5,49.32
"26816",25,7779,20,7808,30591,31221,58.03,61.56
"26817",67,7740,118,7668,33711,34126,59.01,64.72
"26818",732,7729,710,7666,34736,35114,60.79,66.14
"26819",1729,7352,1618,7509,35325,35461,60.1,67.02
"26820",2518,6703,2544,6872,35454,35093,58.7,65.83
"26821",3013,6292,3277,6359,34910,34739,58.09,65.62
"26822",3237,6155,3594,6145,34576,34411,58.01,63.89
"26823",3312,6047,3536,6082,33307,33384,55.69,61.85
"26824",3214,5858,3240,5933,32578,32750,52.73,59.04
"26825",2730,5777,2566,5846,32222,32288,52.16,58.19
"26826",1481,5701,1417,5791,32261,32365,55.8,61.78
"26827",331,6047,513,5975,33787,33735,57.69,65.45
"26828",60,6372,128,6344,35460,35367,59.03,67.11
"26829",47,6300,52,6332,35694,35896,61.01,68.63
"26830",46,6138,31,6151,35038,35142,60.32,67.14
"26831",45,5781,23,5871,32534,32692,57.86,63.68
"26832",35,5493,15,5521,29541,29479,56.09,62.07
"26833",26,5330,16,5312,27267,27520,59.01,62.85
"26834",26,5059,15,5132,25495,25849,53.01,56.68
"26835",26,4714,10,4744,24406,24688,49.4,53
"26836",25,4576,10,4461,24004,24223,47.43,51.56
"26837",26,4515,10,4493,23951,24215,47.43,51.65
"26838",27,4309,11,4336,24692,24775,47.76,52.15
"26839",25,4178,12,4144,27354,27297,53.48,57.22
"26840",26,4027,20,4003,32052,31900,59.34,62.29
"26841",65,3664,116,3804,34683,34594,61.41,66.6
"26842",643,3190,723,3318,35415,35333,61.8,66.88
"26843",1536,2907,1730,2913,35818,35680,61.62,68.23
"26844",2309,2631,2537,2711,35505,35373,60.69,67.24
"26845",2791,2468,2933,2517,34934,34888,59.55,66.5
"26846",2995,2323,3331,2367,34747,34544,60.02,65.24
"26847",3038,2239,3281,2251,33647,33334,59.34,64.86
"26848",3032,2102,2951,2129,32948,32628,58.7,64.16
"26849",2629,2013,2369,1998,32640,32298,59.34,64.69
"26850",1416,2018,1343,1995,32705,32336,58.03,63.47
"26851",318,1985,471,1976,34393,33783,61.09,69.37
"26852",80,1980,93,1986,36105,35680,62.57,70.48
"26853",66,1769,40,1856,36433,36300,63.51,71.35
"26854",65,1494,24,1634,35471,35400,63.09,69.31
"26855",64,1366,19,1422,32712,32827,61.77,67.01
"26856",64,1649,18,1523,29743,29671,61.69,67.2
"26857",64,2169,19,1976,27574,27843,61.59,64.92
"26858",65,2626,16,2535,25793,25915,59.75,62.99
"26859",65,2771,17,2763,24660,24596,57.69,61.33
"26860",64,3220,18,3047,24195,24206,53.01,56.86
"26861",64,3523,18,3454,24144,23995,49.57,53.26
"26862",64,3972,19,3800,24858,24626,51,54.88
"26863",66,4234,19,4237,27459,27356,56.65,59.99
"26864",64,4515,23,4444,31949,31959,58.7,61.8
"26865",101,4842,110,4740,34472,34695,59.9,65.22
"26866",749,4862,673,4983,35360,35484,59.9,65.11
"26867",1674,4726,1595,4792,35740,35535,58.51,65.09
"26868",2435,4816,2368,4648,35464,35229,57.45,64.07
"26869",2984,4890,3035,4826,34963,34775,55.9,62.66
"26870",3244,5047,3311,4896,34736,34441,55.83,61.25
"26871",3280,5209,3328,5161,33578,33438,53.56,59.38
"26872",3108,5117,3028,5149,32810,32919,50.86,56.73
"26873",2472,5000,2416,5030,32387,32634,50.09,55.68
"26874",1190,4897,1274,4926,32428,32753,52.17,58.21
"26875",190,4888,391,4893,33977,34336,57.45,65.52
"26876",49,4551,98,4748,35717,36162,59.75,67.69
"26877",48,4146,43,4253,36222,36619,60.82,68.22
"26878",47,3886,29,3910,35381,35742,60.01,66.01
"26879",41,3813,21,3825,32804,33028,59,65.13
"26880",25,3887,16,3797,29770,30018,57.69,63.15
"26881",24,4184,16,4031,28045,27889,58.95,62.61
"26882",24,4092,11,4185,26158,25937,56.02,59.49
"26883",24,4059,10,4072,24811,24745,47.76,51.62
"26884",23,4017,10,4032,24340,24314,46.01,50.01
"26885",24,3965,11,4033,24272,24066,45.39,49.51
"26886",24,4065,11,3996,24853,24696,45.39,49.7
"26887",23,4398,11,4333,27486,27387,54.82,58.82
"26888",23,4660,13,4641,32057,31834,55.84,59.37
"26889",38,5123,71,4887,34732,34538,58.68,64.11
"26890",320,5578,414,5554,35712,35436,59.11,64.63
"26891",720,5347,836,5558,36100,35837,58.95,65.66
"26892",1081,5341,1223,5262,35936,35781,58.19,65.12
"26893",1392,5716,1363,5538,35559,35807,56.94,64.23
"26894",1469,6336,1480,6111,35277,35885,56.92,62.55
"26895",1379,6593,1402,6525,34153,34811,55.69,62.03
"26896",1140,6612,1160,6609,33502,34360,51.89,57.96
"26897",725,6630,795,6728,33253,34296,49,55.15
"26898",290,6750,348,6699,33402,34662,49.37,56.07
"26899",54,6856,71,6898,35150,35185,55.69,64.35
"26900",20,7568,32,7306,36648,36188,57.69,66.34
"26901",19,7709,15,7901,36958,36768,57.98,66.31
"26902",19,7504,12,7691,36063,35860,54.19,61.39
"26903",18,7907,10,7672,33452,33225,48.17,55.45
"26904",19,8892,12,8611,30385,30040,43.09,50.58
"26905",19,9938,13,9633,28507,27886,42.61,48.6
"26906",19,10618,12,10566,26413,26300,38.05,45.02
"26907",19,10866,16,10897,25161,25145,35.84,42.07
"26908",17,11261,17,11233,24645,24676,33.01,39.18
"26909",18,11347,17,11456,24502,24621,32.8,38.38
"26910",18,11945,18,11745,25115,25274,34.9,40.34
"26911",17,12151,15,12188,27780,27795,39.91,46.52
"26912",16,12125,22,12066,32389,32432,51.27,55.95
"26913",33,11835,140,12056,35331,35270,57.3,63.22
"26914",594,11408,643,11627,36453,36539,58.01,63.84
"26915",1619,11312,1457,11342,37025,37205,57.6,64.7
"26916",2463,11737,2329,11679,36930,37248,53.75,61.12
"26917",3101,12076,3135,12117,36440,36934,50.23,57.8
"26918",3204,12372,3337,12404,36132,36801,49.2,55.45
"26919",3064,12388,3197,12428,34878,35483,48.96,55.7
"26920",2844,12538,2873,12541,34024,34702,48.25,55.16
"26921",2361,12469,2396,12452,33564,34314,48.25,54.78
"26922",1600,11951,1490,11974,33532,34257,51.15,57.54
"26923",451,11648,471,11598,34998,35191,54.7,63.54
"26924",82,11693,142,11712,36556,36840,57.98,66.47
"26925",69,11695,69,11832,36712,36937,58.44,66.48
"26926",60,11336,44,11506,35742,35986,58.39,65.43
"26927",60,11154,27,11151,33463,33712,57.3,63.51
"26928",53,11060,29,11098,30747,31047,54.77,60.94
"26929",29,10884,32,10896,28775,29049,51.47,55.23
"26930",30,10599,30,10619,26563,26780,39.52,44.44
"26931",31,10348,27,10305,25145,25224,38.12,42.8
"26932",29,9957,20,10037,24410,24438,38.05,43.31
"26933",29,9669,20,9744,23960,24110,37.92,42.74
"26934",32,9446,20,9533,23916,24087,37.92,42.69
"26935",31,9341,19,9342,24638,24624,38.09,43.04
"26936",29,9356,27,9325,26401,26112,39.27,44.84
"26937",65,9277,133,9318,28284,27842,43.45,49.9
"26938",803,8971,756,9147,30901,30589,51.47,56.51
"26939",2045,8591,1792,8784,32918,32670,56.09,60.44
"26940",3224,8416,2754,8514,33278,32825,54.15,58.84
"26941",3552,8533,3538,8589,32746,32130,49.09,54.28
"26942",3385,8666,3506,8636,32639,31978,51.09,56.28
"26943",3186,8605,3288,8596,31997,31268,46.95,53.12
"26944",2813,8615,2824,8547,30724,30113,44.6,51.1
"26945",2281,8397,2187,8446,29865,29210,44.49,51.18
"26946",1376,8143,1282,8308,29753,29211,46,51.64
"26947",404,7797,530,7983,31366,30634,57.2,63.2
"26948",110,7844,76,7721,32863,32398,60.08,66.49
"26949",98,7930,27,7845,33372,32858,60.59,66.85
"26950",70,7607,46,7714,32828,32772,60.61,66.91
"26951",42,7454,43,7276,31494,31486,60.37,65.13
"26952",41,7426,43,7254,29330,29341,59.42,64.43
"26953",32,7112,22,7181,27121,27071,57.12,61.13
"26954",23,7173,14,7073,25056,24950,53.01,56.89
"26955",23,7371,15,7263,23399,23540,42.1,47.48
"26956",23,7342,9,7398,22598,22679,39.98,45.29
"26957",25,7300,8,7287,22186,22300,39.66,44.99
"26958",25,7678,9,7549,22266,22253,39.66,44.97
"26959",25,8092,10,8069,22728,22544,39.81,45.25
"26960",26,8238,15,8205,23538,23096,39.98,45.68
"26961",45,8431,86,8356,24172,23962,40,46.19
"26962",562,8399,584,8491,26172,26273,41.6,48.55
"26963",1448,7881,1388,8059,28342,28506,50,55.95
"26964",2194,7760,2167,7807,29088,29497,51.65,57.08
"26965",2543,7757,2967,7779,29048,29256,51.58,57.13
"26966",2579,7730,3079,7784,29493,29543,52.88,58.27
"26967",2565,7735,2816,7839,29497,29348,50.66,56.23
"26968",2337,7235,2415,7485,28270,28075,43.42,50.12
"26969",1824,7391,1927,7225,27441,27316,41.6,48.27
"26970",970,7152,1151,7317,27270,27142,44.01,49.84
"26971",190,6646,390,6809,29240,28823,53.95,60.65
"26972",71,6624,36,6459,31642,31214,59.58,65.26
"26973",55,6848,53,6711,32849,32469,60.98,66.81
"26974",55,6329,45,6524,33050,32566,61.99,67.8
"26975",31,6263,9,6213,31790,31469,60.98,65.81
"26976",23,5759,21,5862,29266,28919,58.19,62.94
"26977",23,5561,23,5494,26430,26206,56.37,60.46
"26978",23,5632,10,5614,24546,24375,46.18,50.67
"26979",15,5275,10,5364,23428,23280,45.13,49.71
"26980",13,4876,10,4931,22988,22779,45.09,49.6
"26981",13,4426,8,4561,22958,22754,46,50.27
"26982",13,4289,3,4264,23784,23580,47.95,52.28
"26983",14,4075,4,4138,26854,26724,57.79,61.44
"26984",19,3892,30,3951,31724,31846,59.42,62.29
"26985",58,3654,107,3737,35060,34867,58.99,64.26
"26986",787,3322,813,3447,36310,36074,58.99,64.45
"26987",1926,2960,1901,3101,37000,36608,59.01,65.83
"26988",2684,2678,2780,2783,36886,36343,58.19,64.96
"26989",3185,2448,3659,2551,36429,35695,56.37,63.28
"26990",3358,2361,3772,2424,36347,35410,55.39,61.06
"26991",3293,2488,3556,2483,34952,34234,54.23,60.38
"26992",3133,2805,3018,2691,34183,33621,54.14,60.34
"26993",2570,3229,2137,3143,34123,33162,54.04,59.78
"26994",1511,3459,1267,3518,34356,33124,54.14,59.88
"26995",303,3940,414,3807,35370,34341,58.19,66.16
"26996",53,4473,124,4387,36949,36418,59.58,67.47
"26997",29,4760,78,4706,37159,36927,59.8,67.31
"26998",26,4607,15,4761,36490,36070,59.25,66.3
"26999",27,4304,6,4482,33976,33254,54.63,60.61
"27000",27,4391,9,4354,30682,30058,54.04,60
"27001",26,4369,10,4433,28264,27859,48.01,51.91
"27002",27,4220,9,4303,26362,25912,44.1,47.92
"27003",26,3917,9,4060,25136,24764,41.2,45.2
"27004",25,3585,10,3696,24639,24258,41.06,44.93
"27005",24,3320,9,3430,24477,24351,41.2,44.84
"27006",22,3195,8,3207,25073,24989,43.6,47.53
"27007",15,3225,12,3266,27675,27743,48.01,51.64
"27008",15,3256,32,3220,32385,32714,55.39,58.38
"27009",57,3139,131,3166,35389,35340,57,62.36
"27010",809,3015,819,3054,36338,36269,58.58,63.94
"27011",1833,2870,1808,2874,36671,36619,58.87,65.88
"27012",2709,2985,2683,2882,36408,36405,58.75,65.53
"27013",3251,2940,3265,2986,35836,35700,58.58,65.51
"27014",3283,2764,3365,2879,35585,35505,58.39,63.94
"27015",3147,2682,3216,2725,34527,34430,58.19,63.81
"27016",2959,2732,2854,2718,33944,33799,57.79,63.41
"27017",2498,2723,2257,2734,33643,33430,56.37,61.78
"27018",1244,2699,1108,2737,33669,33438,58.19,63.56
"27019",135,2659,237,2715,34819,34663,58.99,66.82
"27020",26,2684,130,2716,36858,36846,60.07,67.82
"27021",27,2660,17,2686,37498,37348,60.19,67.8
"27022",25,2618,9,2683,36686,36600,59.69,66.19
"27023",24,2504,9,2552,34027,33758,58.01,63.48
"27024",24,2636,9,2607,30783,30372,55.31,60.74
"27025",24,2703,9,2725,28162,28039,58.78,62.05
"27026",24,2716,8,2746,26153,26165,55.39,59.01
"27027",24,2673,8,2696,24946,25092,51.13,54.32
"27028",17,2593,8,2629,24507,24628,48.46,52.24
"27029",15,2502,2,2543,24423,24572,48.46,52.45
"27030",15,2338,3,2357,25129,25172,50.82,54.68
"27031",15,2370,3,2386,27829,27748,55.39,58.97
"27032",15,2337,62,2383,32509,32539,58.01,60.54
"27033",66,2434,136,2350,35358,35253,58.99,63.97
"27034",674,2370,789,2424,36306,36222,59.26,63.95
"27035",1634,2091,1820,2152,36722,36557,59.25,65.48
"27036",2282,1973,2512,1998,36451,36141,58.67,65.01
"27037",2718,1847,3044,1879,35953,35620,58.39,64.99
"27038",3040,1591,3286,1743,35666,35213,59,64.33
"27039",3072,1471,3242,1506,34544,34052,58.39,63.75
"27040",2730,1803,2860,1603,33886,33372,58.19,63.71
"27041",2069,2144,2212,2002,33558,33102,57.98,63.43
"27042",1001,2168,1174,2209,33668,33198,57.07,62.81
"27043",111,2378,322,2341,34923,34434,58.99,67.01
"27044",18,2625,19,2575,36712,36538,60.13,68.13
"27045",17,2590,41,2586,37181,37134,60.61,68.62
"27046",16,2330,3,2479,36310,36390,60.37,67.28
"27047",16,2129,3,2168,33632,33770,59.25,64.67
"27048",13,1957,4,1983,30527,30380,58.78,64.16
